page,article_headline,article_timestamp,article_url
https://www.theguardian.com/world/coronavirus-outbreak/all,"Covid live news: Beta variant may evade vaccines, say experts as UK faces ‘protracted’ period of high infections rates ",2021-07-17T09:13:19+0000,https://www.theguardian.com/world/live/2021/jul/17/covid-live-news-beta-variant-may-evade-vaccines-say-experts-as-uk-faces-protracted-period-of-high-infections-rates
https://www.theguardian.com/world/coronavirus-outbreak/all,"Unvaccinated could be breeding ground for Covid variants, US officials fear",2021-07-17T09:00:57+0000,https://www.theguardian.com/world/2021/jul/17/unvaccinated-coronavirus-covid-variants-us
https://www.theguardian.com/world/coronavirus-outbreak/all,Holiday Covid tests: how to find the best by price and trust,2021-07-17T09:00:56+0000,https://www.theguardian.com/money/2021/jul/17/holiday-covid-tests-best-price-trust-time-provider
https://www.theguardian.com/world/coronavirus-outbreak/all,Tough new rules to combat outbreak as more than 100 infections recorded – as it happened,2021-07-17T08:58:57+0000,https://www.theguardian.com/australia-news/live/2021/jul/17/covid-australia-live-news-update-nsw-considers-tougher-lockdown-as-victorian-exposure-sites-rise
https://www.theguardian.com/world/coronavirus-outbreak/all,Covid countdown brings heartbreak and hope for Irish pubs,2021-07-17T07:00:55+0000,https://www.theguardian.com/world/2021/jul/17/covid-countdown-brings-heartbreak-and-hope-for-irish-pubs
https://www.theguardian.com/world/coronavirus-outbreak/all,"Couple left £1,400 out of pocket after holiday hotel is overbooked",2021-07-17T07:00:55+0000,https://www.theguardian.com/business/2021/jul/17/couple-hotel-overbooked-holiday-accommodation
https://www.theguardian.com/world/coronavirus-outbreak/all,Victoria Covid update: ‘enormous frustration’ as 19 new coronavirus cases reported,2021-07-17T06:53:14+0000,https://www.theguardian.com/australia-news/2021/jul/17/victoria-covid-update-enormous-frustration-as-19-new-coronavirus-cases-reported
https://www.theguardian.com/world/coronavirus-outbreak/all,Sydney lockdown shock as Gladys Berejiklian admits NSW has failed to ‘quash’ Covid outbreak,2021-07-17T06:28:01+0000,https://www.theguardian.com/australia-news/2021/jul/17/sydney-lockdown-shock-as-gladys-berejiklian-admits-nsw-has-failed-to-quash-covid-outbreak
https://www.theguardian.com/world/coronavirus-outbreak/all,Eight clubs tied up in Covid drama but AFL pushes on with round 18,2021-07-17T06:07:37+0000,https://www.theguardian.com/sport/2021/jul/17/covid-19-headache-worsens-for-afl-as-players-staff-forced-into-isolation
https://www.theguardian.com/world/coronavirus-outbreak/all,Scarborough predicts a bumper tourism season (if it can find enough staff),2021-07-17T06:00:54+0000,https://www.theguardian.com/business/2021/jul/17/scarborough-predicts-a-bumper-tourism-season-if-it-can-find-enough-staff
https://www.theguardian.com/world/coronavirus-outbreak/all,Pressure builds on ministers to reach a decision on Covid vaccines for children,2021-07-17T06:00:53+0000,https://www.theguardian.com/society/2021/jul/17/pressure-builds-on-ministers-to-reach-a-decision-on-covid-vaccines-for-children
https://www.theguardian.com/world/coronavirus-outbreak/all,Delays aggravate debate over Covid jabs for UK children,2021-07-17T06:00:53+0000,https://www.theguardian.com/world/2021/jul/17/delays-aggravate-debate-over-covid-jabs-for-uk-children
https://www.theguardian.com/world/coronavirus-outbreak/all,Tory jitters mount at political drift of Boris Johnson’s government ,2021-07-17T06:00:53+0000,https://www.theguardian.com/politics/2021/jul/17/tory-jitters-mount-at-political-drift-of-boris-johnsons-government
https://www.theguardian.com/world/coronavirus-outbreak/all,Scott Morrison urges Apec leaders to ramp up mRNA vaccine production and boasts of Australian economy,2021-07-17T05:32:25+0000,https://www.theguardian.com/australia-news/2021/jul/17/scott-morrison-urges-apec-leaders-to-ramp-up-mrna-vaccine-production-and-boasts-of-australian-economy
https://www.theguardian.com/world/coronavirus-outbreak/all,Train operators face calls to publish research on Covid risks,2021-07-17T05:00:52+0000,https://www.theguardian.com/uk-news/2021/jul/17/train-operators-face-calls-to-publish-research-on-covid-risks
https://www.theguardian.com/world/coronavirus-outbreak/all,Thailand bans public gatherings as Covid cases hit record high,2021-07-17T04:58:05+0000,https://www.theguardian.com/world/2021/jul/17/thailand-bans-public-gatherings-as-covid-cases-hit-record-high
https://www.theguardian.com/world/coronavirus-outbreak/all,New Sydney Covid lockdown restrictions: latest update to NSW coronavirus rules explained,2021-07-17T02:15:18+0000,https://www.theguardian.com/australia-news/2021/jul/16/sydney-covid-19-lockdown-restrictions-nsw-update-coronavirus-face-mask-rules-explained-greater-syd-masks-indoors-singing-dancing-weddings-public-transport-new-south-wales
https://www.theguardian.com/world/coronavirus-outbreak/all,‘They’re killing people’: Biden slams Facebook for Covid disinformation ,2021-07-17T02:04:13+0000,https://www.theguardian.com/media/2021/jul/17/theyre-killing-people-biden-slams-facebook-for-covid-misinformation
https://www.theguardian.com/world/coronavirus-outbreak/all,"China and Russia spreading anti-US vaccine misinformation, White House says – as it happened",2021-07-17T00:12:15+0000,https://www.theguardian.com/us-news/live/2021/jul/16/us-politics-live-covid-coronavirus-wildfires-biden-latest
https://www.theguardian.com/world/coronavirus-outbreak/all,Covid live news: Ardern blames spread of variants on ‘vaccine nationalism’; WHO calls for new Wuhan lab audit – as it happened ,2021-07-16T23:04:51+0000,https://www.theguardian.com/world/live/2021/jul/16/coronavirus-live-news-who-chief-calls-on-china-to-be-transparent-open-and-cooperate-record-cases-in-thailand
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Record 35m people will be offered free flu jab to ease pressure on NHS,2021-07-16T23:01:44+0000,https://www.theguardian.com/uk-news/2021/jul/17/record-35m-people-will-be-offered-free-flu-jab-to-ease-pressure-on-nhs
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Quarantine to remain for vaccinated UK travellers returning from France,2021-07-16T21:33:15+0000,https://www.theguardian.com/world/2021/jul/16/quarantine-to-remain-for-vaccinated-uk-travellers-returning-from-france
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Twenty photographs of the week,2021-07-16T20:00:42+0000,https://www.theguardian.com/artanddesign/gallery/2021/jul/16/twenty-photographs-of-the-week
https://www.theguardian.com/world/coronavirus-outbreak?page=2,‘Enjoy the little things’: Melburnians give their tips to surviving extended lockdown,2021-07-16T20:00:42+0000,https://www.theguardian.com/world/2021/jul/17/enjoy-the-little-things-melburnians-give-their-tips-to-surviving-extended-lockdown
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Covid disaster payments criticised for excluding people on income support,2021-07-16T20:00:42+0000,https://www.theguardian.com/australia-news/2021/jul/17/covid-disaster-payments-criticised-for-excluding-people-on-income-support
https://www.theguardian.com/world/coronavirus-outbreak?page=2,The Delta variant has shown Fortress Australia to be a house of cards due to the Coalition’s vaccine stroll-out,2021-07-16T20:00:41+0000,https://www.theguardian.com/australia-news/2021/jul/17/the-delta-variant-has-shown-fortress-australia-to-be-a-house-of-cards-due-to-the-coalitions-vaccine-stroll-out
https://www.theguardian.com/world/coronavirus-outbreak?page=2,No ‘return to normal’ expected in post-pandemic New Zealand – and locals say that’s fine,2021-07-16T20:00:41+0000,https://www.theguardian.com/world/2021/jul/17/no-return-to-normal-expected-in-post-pandemic-new-zealand-and-locals-say-thats-fine-covid-19
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Scott Morrison accused of ‘misrepresenting’ Atagi advice to shift blame for botched vaccine rollout,2021-07-16T20:00:40+0000,https://www.theguardian.com/australia-news/2021/jul/17/scott-morrison-accused-of-misrepresenting-atagi-advice-to-shift-blame-for-botched-vaccine-rollout
https://www.theguardian.com/world/coronavirus-outbreak?page=2,‘Secret weapon’: unflappable Kerry Chant faces toughest challenge yet as NSW Covid outbreak grows,2021-07-16T19:47:28+0000,https://www.theguardian.com/australia-news/2021/jul/17/secret-weapon-unflappable-kerry-chant-faces-toughest-challenge-yet-as-nsw-covid-outbreak-grows
https://www.theguardian.com/world/coronavirus-outbreak?page=2,WHO chief calls for ‘audits’ of Wuhan labs after first mission controversy,2021-07-16T19:18:57+0000,https://www.theguardian.com/world/2021/jul/16/who-chief-calls-for-audits-of-wuhan-labs-after-first-mission-controversy
https://www.theguardian.com/world/coronavirus-outbreak?page=2,"UK reports over 50,000 daily Covid cases for first time since January",2021-07-16T19:00:39+0000,https://www.theguardian.com/world/2021/jul/16/one-in-95-people-in-england-had-covid-last-week-report-shows
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Martin Rowson on the UK’s Covid ‘pingdemic’ – cartoon ,2021-07-16T18:27:45+0000,https://www.theguardian.com/commentisfree/picture/2021/jul/16/martin-rowson-on-the-uks-covid-pingdemic-cartoon
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Johnson to press ahead with lifting Covid rules despite ‘worry’ over case numbers,2021-07-16T17:47:46+0000,https://www.theguardian.com/politics/2021/jul/16/johnson-to-press-ahead-with-lifting-covid-rules-despite-worry-over-case-numbers
https://www.theguardian.com/world/coronavirus-outbreak?page=2,CDC chief says Covid becoming 'a pandemic of the unvaccinated' – video,2021-07-16T17:41:32+0000,https://www.theguardian.com/world/video/2021/jul/16/cdc-chief-says-covid-becoming-a-pandemic-of-the-unvaccinated-video
https://www.theguardian.com/world/coronavirus-outbreak?page=2,US seeing ‘pandemic of the unvaccinated’ as cases rise in every state,2021-07-16T17:21:47+0000,https://www.theguardian.com/world/2021/jul/16/covid-19-us-delta-variant-unvaccinated
https://www.theguardian.com/world/coronavirus-outbreak?page=2,"UK Covid: new cases pass 50,000 for first time since mid-January with 1 in 95 in England testing positive last week – as it happened",2021-07-16T16:40:48+0000,https://www.theguardian.com/politics/live/2021/jul/16/uk-covid-live-hospitalisation-numbers-chris-whitty-coronavirus-latest-updates
https://www.theguardian.com/world/coronavirus-outbreak?page=2,"The Guardian view on Boris Johnson’s Covid experts: sadly on tap, not on top",2021-07-16T16:21:24+0000,https://www.theguardian.com/commentisfree/2021/jul/16/the-guardian-view-on-boris-johnsons-covid-experts-sadly-on-tap-not-on-top
https://www.theguardian.com/world/coronavirus-outbreak?page=2,Ministers shelve plans to tweak Covid app as cases in England surge,2021-07-16T16:20:30+0000,https://www.theguardian.com/world/2021/jul/16/ministers-shelve-plans-to-fix-covid-app-as-cases-in-england-surge
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"State vaccination hubs should administer AstraZeneca and boost uptake on weekends, Scott Morrison says",2021-07-16T09:46:27+0000,https://www.theguardian.com/australia-news/2021/jul/16/state-vaccination-hubs-should-administer-astrazeneca-and-boost-uptake-on-weekends-scott-morrison-says
https://www.theguardian.com/world/coronavirus-outbreak?page=4,NSW Covid update: premier refuses retail lockdown despite 97 new cases and calls to tighten restrictions,2021-07-16T09:30:02+0000,https://www.theguardian.com/australia-news/2021/jul/16/nsw-covid-update-premier-refuses-retail-lockdown-despite-97-new-cases-and-calls-to-tighten-restrictions
https://www.theguardian.com/world/coronavirus-outbreak?page=4,GSK plans £400m life sciences campus in Stevenage ,2021-07-16T09:23:41+0000,https://www.theguardian.com/business/2021/jul/16/gsk-plans-400m-life-sciences-campus-in-stevenage
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Covid’s racial impact in US clouded by failure to collect race and ethnicity data,2021-07-16T09:00:06+0000,https://www.theguardian.com/us-news/2021/jul/16/us-covid-coronavirus-race-ethnicity-data
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Republican lawmakers push to cast vaccine refusal as a civil rights issue,2021-07-16T09:00:06+0000,https://www.theguardian.com/world/2021/jul/16/republicans-covid-19-vaccine-refusal-legal-protections
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Scott Morrison says four-step ‘path out’ still on agenda despite Victoria and NSW outbreaks – as it happened,2021-07-16T08:40:13+0000,https://www.theguardian.com/australia-news/live/2021/jul/16/covid-australia-live-update-melbourne-sydney-lockdown-national-cabinet-daniel-andrews-gladys-berejiklian-coronavirus
https://www.theguardian.com/world/coronavirus-outbreak?page=4,WHO chief says push to discount Covid-19 lab leak theory was ‘premature’ ,2021-07-16T08:14:55+0000,https://www.theguardian.com/world/2021/jul/16/who-chief-says-push-to-discount-lab-leak-theory-was-premature
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"If Covid-19 is a seasonal virus, why is it spreading during the summer?",2021-07-16T08:00:06+0000,https://www.theguardian.com/commentisfree/2021/jul/16/covid-19-seasonal-virus-spreading-during-summer-pandemic
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Covid border restrictions and closures: where you can and can’t travel within Australia – and to New Zealand,2021-07-16T07:22:21+0000,https://www.theguardian.com/australia-news/2021/jul/16/covid-border-closures-restrictions-bans-can-we-travel-victoria-vic-nsw-qld-queensland-wa-sa-act-nt-closures-where-you-can-not-go-fly-to-new-zealand-from-australia-nz
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"Silverstone organisers defend decision to allow 140,000 fans at F1 British GP ",2021-07-16T07:00:04+0000,https://www.theguardian.com/sport/2021/jul/16/silverstone-organisers-defend-decision-to-allow-140000-fans-at-f1-british-gp
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"On vaccine equality, the UK has failed to show the leadership the world needs",2021-07-16T07:00:04+0000,https://www.theguardian.com/commentisfree/2021/jul/16/on-vaccine-equality-the-uk-has-failed-to-show-the-leadership-the-world-needs
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Australia Covid outbreak: Delta variant cases rise among fully vaccinated people,2021-07-16T06:41:44+0000,https://www.theguardian.com/australia-news/2021/jul/16/australia-covid-outbreak-delta-variant-cases-rise-among-fully-vaccinated-people
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Victoria Covid update: removalists from NSW banned after six more cases,2021-07-16T06:19:48+0000,https://www.theguardian.com/world/2021/jul/16/victoria-covid-update-removalists-from-nsw-banned-after-six-more-cases
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"Making coffins, giving shelter: volunteers step in as Covid overwhelms Indonesia",2021-07-16T06:12:05+0000,https://www.theguardian.com/global-development/2021/jul/16/making-coffins-giving-shelter-volunteers-step-in-as-covid-overwhelms-indonesia
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"If we want Port Moresby to rise in the liveability rankings, start by protecting its women",2021-07-16T05:20:33+0000,https://www.theguardian.com/commentisfree/2021/jul/16/if-we-want-port-moresby-to-rise-in-the-liveability-rankings-start-by-protecting-its-women
https://www.theguardian.com/world/coronavirus-outbreak?page=4,Alfresco dining boost in England as government extends pavement licences,2021-07-16T05:00:03+0000,https://www.theguardian.com/business/2021/jul/16/alfresco-dining-england-government-pavement-licences
https://www.theguardian.com/world/coronavirus-outbreak?page=4,"Six new Covid cases in Victoria proves value of early lockdown, says Dan Andrews – video",2021-07-16T04:01:44+0000,https://www.theguardian.com/australia-news/video/2021/jul/16/six-new-covid-cases-in-victoria-proves-value-of-early-lockdown-says-dan-andrews-video
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Marina Hyde on the political circus of the last five years ,2021-07-16T00:52:54+0000,https://www.theguardian.com/news/audio/2021/jul/16/marina-hyde-on-five-years-watching-political-circus-podcast
https://www.theguardian.com/world/coronavirus-outbreak?page=5,‘Shattered’ tennis player Alex de Minaur pulls out of Australia’s Olympic team after positive Covid test,2021-07-16T00:24:29+0000,https://www.theguardian.com/sport/2021/jul/16/shattered-tennis-player-alex-de-minaur-pulls-out-of-australias-olympic-team-after-positive-covid-test
https://www.theguardian.com/world/coronavirus-outbreak?page=5,"Covid Australia vaccine rollout tracker: total number of people and per cent vaccinated, daily vaccine doses and rate of progress",2021-07-15T23:57:22+0000,https://www.theguardian.com/australia-news/datablog/ng-interactive/2021/jul/16/covid-19-vaccine-rollout-australia-vaccination-rate-progress-how-many-people-vaccinated-percent-tracker-by-state-victoria-vic-nsw-queensland-qld-daily-live-data-stats-updates-total-number-world-ranking-distribution-schedule-tracking-chart-percentage-new-cases-today
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Latest Qld Covid-19 exposure sites: full list of Queensland coronavirus hotspots and case location alerts,2021-07-15T23:55:24+0000,https://www.theguardian.com/australia-news/2021/jul/16/covid-19-list-queensland-public-health-exposure-sites-hotspots-latest-full-list-brisbane-regional-south-east-qld-sunshine-coast-caloundra-toowoomba-venues-case-location-alerts-metro-coronavirus-cases-outbreak-locations
https://www.theguardian.com/world/coronavirus-outbreak?page=5,New Qld Covid restrictions: update to Brisbane and regional Qld coronavirus rules explained,2021-07-15T23:03:16+0000,https://www.theguardian.com/australia-news/2021/jul/16/qld-covid-19-brisbane-restrictions-queensland-coronavirus-new-rules-update-mask-wear-face-masks-explained-greater-bne-sunshine-gold-coast-townsville-south-east-seq
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Latest NSW Health Covid exposure sites: full list and map of Sydney hotspots and coronavirus case locations,2021-07-15T23:01:02+0000,https://www.theguardian.com/australia-news/2021/jul/16/covid-19-list-nsw-public-health-exposure-sites-map-hotspots-latest-sydney-suburbs-venues-flights-case-location-alerts-regional-coronavirus-cases-outbreak-locations
https://www.theguardian.com/world/coronavirus-outbreak?page=5,"Bank of England ‘addicted’ to creating money, say peers",2021-07-15T23:01:02+0000,https://www.theguardian.com/business/2021/jul/16/bank-of-england-creating-money-lords-quantitative-easing
https://www.theguardian.com/world/coronavirus-outbreak?page=5,‘Tsunami of closures’ threaten UK high streets as debt grows fivefold,2021-07-15T23:00:48+0000,https://www.theguardian.com/business/2021/jul/16/tsunami-of-closures-threaten-uk-high-streets-as-debt-grows-fivefold
https://www.theguardian.com/world/coronavirus-outbreak?page=5,"Long Covid has more than 200 symptoms, study finds",2021-07-15T22:58:05+0000,https://www.theguardian.com/society/2021/jul/15/long-covid-has-more-than-200-symptoms-study-finds
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Victoria Covid-19 exposure sites: full list of Melbourne and regional Vic coronavirus hotspots and case location alerts,2021-07-15T22:57:04+0000,https://www.theguardian.com/australia-news/2021/jul/16/covid-19-full-list-melbourne-public-exposure-sites-tier-1-2-3-hotspots-victoria-venues-case-location-alerts-metro-regional-vic-coronavirus-cases-outbreak-locations
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Victoria Covid lockdown restrictions: latest update to Melbourne and regional Vic coronavirus mask rules explained,2021-07-15T22:20:13+0000,https://www.theguardian.com/australia-news/2021/jul/16/victoria-lockdown-melbourne-covid-restrictions-coronavirus-new-rules-latest-update-covid19-explained-5km-radius-travel-face-masks-compulsory-exercising-home-gatherings-intimate-partner-what-you-need-to-know
https://www.theguardian.com/world/coronavirus-outbreak?page=5,UK ‘not out of the woods yet’ says Whitty – as it happened,2021-07-15T18:30:23+0000,https://www.theguardian.com/world/live/2021/jul/15/coronavirus-live-news-indonesia-in-worst-case-scenario-as-daily-cases-climb-past-50000
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Pinging hell: NHS Covid app causing widespread staff shortages ,2021-07-15T17:30:48+0000,https://www.theguardian.com/business/2021/jul/15/pinging-hell-nhs-covid-app-causing-widespread-staff-shortages
https://www.theguardian.com/world/coronavirus-outbreak?page=5,How lockdown has a cruel way of making a mockery of our life circumstances,2021-07-15T17:30:48+0000,https://www.theguardian.com/commentisfree/2021/jul/16/how-lockdown-has-a-cruel-way-of-making-a-mockery-of-our-life-circumstances
https://www.theguardian.com/world/coronavirus-outbreak?page=5,The treacherous politics of Covid-19 – with Lenore Taylor,2021-07-15T17:30:47+0000,https://www.theguardian.com/australia-news/audio/2021/jul/16/the-treacherous-politics-of-covid-19-with-lenore-taylor
https://www.theguardian.com/world/coronavirus-outbreak?page=5,Huge study supporting ivermectin as Covid treatment withdrawn over ethical concerns,2021-07-15T16:38:59+0000,https://www.theguardian.com/science/2021/jul/16/huge-study-supporting-ivermectin-as-covid-treatment-withdrawn-over-ethical-concerns
https://www.theguardian.com/world/coronavirus-outbreak?page=5,‘Absolutely confusing’: businesses suffering in Sydney lockdown plead for certainty over what’s essential work,2021-07-15T14:44:44+0000,https://www.theguardian.com/australia-news/2021/jul/16/absolutely-confusing-businesses-suffering-in-sydney-lockdown-plead-for-certainty-over-whats-essential-work
https://www.theguardian.com/world/coronavirus-outbreak?page=5,"Brexit: UK says divorce bill set to total £37.3bn, lower than latest EU estimate – as it happened",2021-07-15T13:55:41+0000,https://www.theguardian.com/politics/live/2021/jul/15/uk-politics-live-sugar-salt-tax-levelling-up-coronavirus
https://www.theguardian.com/world/coronavirus-outbreak?page=6,"Surge in alcohol-related deaths during England lockdown, report finds",2021-07-15T13:38:18+0000,https://www.theguardian.com/society/2021/jul/15/surge-in-alcohol-related-deaths-in-england-during-lockdown-report-finds
https://www.theguardian.com/world/coronavirus-outbreak?page=6,France protests: clashes with police on Bastille Day amid anger at tighter Covid rules,2021-07-15T13:25:11+0000,https://www.theguardian.com/world/2021/jul/15/france-protests-clashes-with-police-on-bastille-day-amid-anger-at-tighter-covid-rules
https://www.theguardian.com/world/coronavirus-outbreak?page=6,France protests: Bastille Day clashes with police amid anger at tighter Covid rules – video,2021-07-15T13:04:14+0000,https://www.theguardian.com/world/video/2021/jul/15/france-protests-bastille-day-clashes-with-police-amid-anger-at-tighter-covid-rules-video
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Data officers raid two properties over Matt Hancock CCTV footage leak,2021-07-15T12:58:51+0000,https://www.theguardian.com/politics/2021/jul/15/data-officers-raid-two-properties-over-matt-hancock-cctv-footage-leak
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Victoria enters five-day lockdown as Covid outbreak linked to Sydney grows,2021-07-15T12:22:15+0000,https://www.theguardian.com/australia-news/2021/jul/15/victoria-covid-update-state-set-to-go-into-lockdown-as-clusters-linked-to-sydney-outbreak-grow
https://www.theguardian.com/world/coronavirus-outbreak?page=6,France achieves record Covid jabs with Macron’s ‘big stick’ approach,2021-07-15T12:20:41+0000,https://www.theguardian.com/society/2021/jul/15/france-achieves-record-covid-jabs-with-macrons-big-stick-approach
https://www.theguardian.com/world/coronavirus-outbreak?page=6,"As global Covid vaccine passports become a reality, we have to make sure they’re fair",2021-07-15T11:27:55+0000,https://www.theguardian.com/commentisfree/2021/jul/15/covid-vaccine-passports-fair-who-guidelines
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Tesco and John Lewis will ask customers and staff to wear face masks,2021-07-15T11:11:50+0000,https://www.theguardian.com/business/2021/jul/15/tesco-john-lewis-ask-customers-staff-face-masks-england
https://www.theguardian.com/world/coronavirus-outbreak?page=6,NSW records 65 new cases as GP clinics and pharmacies drive new spread of coronavirus,2021-07-15T10:06:33+0000,https://www.theguardian.com/australia-news/2021/jul/15/nsw-covid-update-gp-clinics-and-pharmacies-new-driver-of-covid-spread
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Daniel Andrews says ‘no browsing’ as he announces lockdown – as it happened,2021-07-15T09:31:32+0000,https://www.theguardian.com/australia-news/live/2021/jul/15/australia-covid-live-update-victorians-told-to-wear-masks-indoors-as-outbreak-grows-more-exposure-sites-in-melbourne-and-nsw-sydney-lockdown-restrictions-mcg-baccus-marsh-riverina-scott-morrison-daniel-andrews-gladys-berejiklian-coronavirus
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Tell us: have you been affected by the Balearics being removed from England’s ‘green’ list of countries?,2021-07-15T09:14:26+0000,https://www.theguardian.com/travel/2021/jul/15/tell-us-have-you-been-affected-by-the-balearics-being-removed-from-englands-green-list-of-countries
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Asos sales rise but CEO warns of more short-term Covid volatility,2021-07-15T08:48:25+0000,https://www.theguardian.com/business/2021/jul/15/asos-sales-rise-but-ceo-warns-of-more-short-term-covid-volatility
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Sydney’s ever-growing Covid hotspot list exposes NSW government’s lockdown failures,2021-07-15T07:27:41+0000,https://www.theguardian.com/australia-news/2021/jul/15/sydneys-ever-growing-covid-hotspot-list-exposes-nsw-governments-lockdown-failures
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Rishi Sunak says UK is bouncing back as payrolls soar in June,2021-07-15T06:53:01+0000,https://www.theguardian.com/business/2021/jul/15/rishi-sunak-says-uk-is-bouncing-back-as-payrolls-soar-in-june-covid
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Australian government scales back supply projections for AstraZeneca Covid-19 vaccine,2021-07-15T06:24:27+0000,https://www.theguardian.com/society/2021/jul/15/australian-government-scales-back-supply-projections-for-astrazeneca-covid-19-vaccine
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Sydney hospitals stretched to ‘the brink’ as Covid crisis sidelines medical staff,2021-07-15T06:00:34+0000,https://www.theguardian.com/australia-news/2021/jul/15/sydney-hospitals-stretched-to-the-brink-as-covid-crisis-sidelines-medical-staff
https://www.theguardian.com/world/coronavirus-outbreak?page=6,Nepal sees huge rise in maternal deaths as Covid keeps women at home,2021-07-15T06:00:33+0000,https://www.theguardian.com/global-development/2021/jul/15/nepal-sees-huge-rise-in-maternal-deaths-as-covid-keeps-women-at-home
https://www.theguardian.com/world/coronavirus-outbreak?page=7,"Act now or NHS could be overwhelmed this winter, report warns",2021-07-15T05:00:32+0000,https://www.theguardian.com/world/2021/jul/15/act-now-or-nhs-could-be-overwhelmed-this-winter-report-says-covid-flu-rsv
https://www.theguardian.com/world/coronavirus-outbreak?page=7,People with learning disabilities in England ‘have eight times Covid death rate’,2021-07-15T05:00:32+0000,https://www.theguardian.com/society/2021/jul/15/people-with-learning-disabilities-in-england-have-eight-times-covid-death-rate
https://www.theguardian.com/world/coronavirus-outbreak?page=7,"Firm with ties to Hancock given ‘VIP treatment’, emails suggest",2021-07-15T05:00:32+0000,https://www.theguardian.com/world/2021/jul/15/firm-with-ties-to-matt-hancock-given-vip-treatment-emails-suggest
